;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 29.5.2020. 11:44:08
;----------------------------------------------

;Address Opcode 	ASM
0x1626	0x0E0F      	MOVLW       15
0x1628	0x6F96      	MOVWF       FARG_Lcd_Chr_column, 1
0x162A	0x0E0A      	MOVLW       10
0x162C	0x6E04      	MOVWF       R4 
0x162E	0x0E00      	MOVLW       0
0x1630	0x6E05      	MOVWF       R5 
0x1632	0xF000C08F  	MOVFF       FARG_lcd_show_control_percentage_control_percentage, R0
0x1636	0xF001C090  	MOVFF       FARG_lcd_show_control_percentage_control_percentage+1, R1
0x163A	0xF006ECF7  	CALL        _Div_16x16_S, 0
0x163E	0xF000C008  	MOVFF       R8, R0
0x1642	0xF001C009  	MOVFF       R9, R1
0x1646	0x5000      	MOVF        R0, 0 
0x1648	0x0F30      	ADDLW       48
0x164A	0x0100      	MOVLB       0
0x164C	0x6F97      	MOVWF       FARG_Lcd_Chr_out_char, 1
0x164E	0xDD27      	RCALL       _Lcd_Chr
;lcd.c,50 :: 		LCD_Chr(2, DECIMAL_POINT, '.');
0x1650	0x0E02      	MOVLW       2
0x1652	0x6F95      	MOVWF       FARG_Lcd_Chr_row, 1
0x1654	0x0E0E      	MOVLW       14
0x1656	0x6F96      	MOVWF       FARG_Lcd_Chr_column, 1
0x1658	0x0E2E      	MOVLW       46
0x165A	0x6F97      	MOVWF       FARG_Lcd_Chr_out_char, 1
0x165C	0xDD20      	RCALL       _Lcd_Chr
;lcd.c,51 :: 		LCD_Chr(2, UNITS, '0' + control_percentage / 10 % 10);
0x165E	0x0E02      	MOVLW       2
0x1660	0x6F95      	MOVWF       FARG_Lcd_Chr_row, 1
0x1662	0x0E0D      	MOVLW       13
0x1664	0x6F96      	MOVWF       FARG_Lcd_Chr_column, 1
0x1666	0x0E0A      	MOVLW       10
0x1668	0x6E04      	MOVWF       R4 
0x166A	0x0E00      	MOVLW       0
0x166C	0x6E05      	MOVWF       R5 
0x166E	0xF000C08F  	MOVFF       FARG_lcd_show_control_percentage_control_percentage, R0
0x1672	0xF001C090  	MOVFF       FARG_lcd_show_control_percentage_control_percentage+1, R1
0x1676	0xF006ECF7  	CALL        _Div_16x16_S, 0
0x167A	0x0E0A      	MOVLW       10
0x167C	0x6E04      	MOVWF       R4 
0x167E	0x0E00      	MOVLW       0
0x1680	0x6E05      	MOVWF       R5 
0x1682	0xF006ECF7  	CALL        _Div_16x16_S, 0
0x1686	0xF000C008  	MOVFF       R8, R0
0x168A	0xF001C009  	MOVFF       R9, R1
0x168E	0x5000      	MOVF        R0, 0 
0x1690	0x0F30      	ADDLW       48
0x1692	0x0100      	MOVLB       0
0x1694	0x6F97      	MOVWF       FARG_Lcd_Chr_out_char, 1
0x1696	0xDD03      	RCALL       _Lcd_Chr
;lcd.c,52 :: 		LCD_Chr(2, TENS, '0' + control_percentage / 100 % 10);
0x1698	0x0E02      	MOVLW       2
0x169A	0x6F95      	MOVWF       FARG_Lcd_Chr_row, 1
0x169C	0x0E0C      	MOVLW       12
0x169E	0x6F96      	MOVWF       FARG_Lcd_Chr_column, 1
0x16A0	0x0E64      	MOVLW       100
0x16A2	0x6E04      	MOVWF       R4 
0x16A4	0x0E00      	MOVLW       0
0x16A6	0x6E05      	MOVWF       R5 
0x16A8	0xF000C08F  	MOVFF       FARG_lcd_show_control_percentage_control_percentage, R0
0x16AC	0xF001C090  	MOVFF       FARG_lcd_show_control_percentage_control_percentage+1, R1
0x16B0	0xF006ECF7  	CALL        _Div_16x16_S, 0
0x16B4	0x0E0A      	MOVLW       10
0x16B6	0x6E04      	MOVWF       R4 
0x16B8	0x0E00      	MOVLW       0
0x16BA	0x6E05      	MOVWF       R5 
0x16BC	0xF006ECF7  	CALL        _Div_16x16_S, 0
0x16C0	0xF000C008  	MOVFF       R8, R0
0x16C4	0xF001C009  	MOVFF       R9, R1
0x16C8	0x5000      	MOVF        R0, 0 
0x16CA	0x0F30      	ADDLW       48
0x16CC	0x0100      	MOVLB       0
0x16CE	0x6F97      	MOVWF       FARG_Lcd_Chr_out_char, 1
0x16D0	0xDCE6      	RCALL       _Lcd_Chr
;lcd.c,53 :: 		LCD_Chr(2, HUNDREDS, '0' + control_percentage / 1000 % 10);
0x16D2	0x0E02      	MOVLW       2
0x16D4	0x6F95      	MOVWF       FARG_Lcd_Chr_row, 1
0x16D6	0x0E0B      	MOVLW       11
0x16D8	0x6F96      	MOVWF       FARG_Lcd_Chr_column, 1
0x16DA	0x0EE8      	MOVLW       232
0x16DC	0x6E04      	MOVWF       R4 
0x16DE	0x0E03      	MOVLW       3
0x16E0	0x6E05      	MOVWF       R5 
0x16E2	0xF000C08F  	MOVFF       FARG_lcd_show_control_percentage_control_percentage, R0
0x16E6	0xF001C090  	MOVFF       FARG_lcd_show_control_percentage_control_percentage+1, R1
0x16EA	0xF006ECF7  	CALL        _Div_16x16_S, 0
0x16EE	0x0E0A      	MOVLW       10
0x16F0	0x6E04      	MOVWF       R4 
0x16F2	0x0E00      	MOVLW       0
0x16F4	0x6E05      	MOVWF       R5 
0x16F6	0xF006ECF7  	CALL        _Div_16x16_S, 0
0x16FA	0xF000C008  	MOVFF       R8, R0
0x16FE	0xF001C009  	MOVFF       R9, R1
0x1702	0x5000      	MOVF        R0, 0 
0x1704	0x0F30      	ADDLW       48
0x1706	0x0100      	MOVLB       0
0x1708	0x6F97      	MOVWF       FARG_Lcd_Chr_out_char, 1
0x170A	0xDCC9      	RCALL       _Lcd_Chr
;lcd.c,54 :: 		}
0x170C	0xD009      	BRA         L_lcd_show_control_percentage5
L_lcd_show_control_percentage4:
;lcd.c,57 :: 		LCD_Out(2, HUNDREDS, "100.0");
0x170E	0x0E02      	MOVLW       2
0x1710	0x6F95      	MOVWF       FARG_Lcd_Out_row, 1
0x1712	0x0E0B      	MOVLW       11
0x1714	0x6F96      	MOVWF       FARG_Lcd_Out_column, 1
0x1716	0x0E37      	MOVLW       ?lstr8_lcd
0x1718	0x6F97      	MOVWF       FARG_Lcd_Out_text, 1
0x171A	0x0E00      	MOVLW       hi_addr(?lstr8_lcd)
0x171C	0x6F98      	MOVWF       FARG_Lcd_Out_text+1, 1
0x171E	0xDC35      	RCALL       _Lcd_Out
;lcd.c,58 :: 		}
L_lcd_show_control_percentage5:
;lcd.c,60 :: 		LCD_Out(2, LCD_END_INDEX, "%");
0x1720	0x0E02      	MOVLW       2
0x1722	0x6F95      	MOVWF       FARG_Lcd_Out_row, 1
0x1724	0x0E10      	MOVLW       16
0x1726	0x6F96      	MOVWF       FARG_Lcd_Out_column, 1
0x1728	0x0E3D      	MOVLW       ?lstr9_lcd
0x172A	0x6F97      	MOVWF       FARG_Lcd_Out_text, 1
0x172C	0x0E00      	MOVLW       hi_addr(?lstr9_lcd)
0x172E	0x6F98      	MOVWF       FARG_Lcd_Out_text+1, 1
0x1730	0xDC2C      	RCALL       _Lcd_Out
;lcd.c,61 :: 		}
L_end_lcd_show_control_percentage:
0x1732	0x0012      	RETURN      0
; end of _lcd_show_control_percentage
_pid:
;pid_regulation.c,36 :: 		void pid()
;pid_regulation.c,39 :: 		if (!is_auto_previous) {
0x1734	0x5063      	MOVF        pid_regulation_is_auto_previous, 0 
0x1736	0x1064      	IORWF       pid_regulation_is_auto_previous+1, 0 
0x1738	0xE10E      	BNZ         L_pid0
;pid_regulation.c,40 :: 		reference = measurement;
0x173A	0xF04FC022  	MOVFF       _measurement, _reference
0x173E	0xF050C023  	MOVFF       _measurement+1, _reference+1
;pid_regulation.c,41 :: 		filtered_reference = reference;
0x1742	0xF077C022  	MOVFF       _measurement, pid_regulation_filtered_reference
0x1746	0xF078C023  	MOVFF       _measurement+1, pid_regulation_filtered_reference+1
;pid_regulation.c,42 :: 		filtered_measurement = measurement;
0x174A	0xF079C022  	MOVFF       _measurement, pid_regulation_filtered_measurement
0x174E	0xF07AC023  	MOVFF       _measurement+1, pid_regulation_filtered_measurement+1
;pid_regulation.c,43 :: 		error_previous = reference - measurement;
0x1752	0x6A73      	CLRF        pid_regulation_error_previous 
0x1754	0x6A74      	CLRF        pid_regulation_error_previous+1 
;pid_regulation.c,44 :: 		}
L_pid0:
;pid_regulation.c,46 :: 		filtered_reference = 1.0 / (1.0 + SAMPLE_PERIOD) * reference + SAMPLE_PERIOD / (1.0 + SAMPLE_PERIOD) * filtered_reference;
0x1756	0xF000C04F  	MOVFF       _reference, R0
0x175A	0xF001C050  	MOVFF       _reference+1, R1
0x175E	0xF006EC59  	CALL        _int2double, 0
0x1762	0x0EFB      	MOVLW       251
0x1764	0x6E04      	MOVWF       R4 
0x1766	0x0EFA      	MOVLW       250
0x1768	0x6E05      	MOVWF       R5 
0x176A	0x0E7A      	MOVLW       122
0x176C	0x6E06      	MOVWF       R6 
0x176E	0x0E7E      	MOVLW       126
0x1770	0x6E07      	MOVWF       R7 
0x1772	0xDCC6      	RCALL       _Mul_32x32_FP
0x1774	0xF08FC000  	MOVFF       R0, FLOC__pid
0x1778	0xF090C001  	MOVFF       R1, FLOC__pid+1
0x177C	0xF091C002  	MOVFF       R2, FLOC__pid+2
0x1780	0xF092C003  	MOVFF       R3, FLOC__pid+3
0x1784	0xF000C077  	MOVFF       pid_regulation_filtered_reference, R0
0x1788	0xF001C078  	MOVFF       pid_regulation_filtered_reference+1, R1
0x178C	0xF006EC59  	CALL        _int2double, 0
0x1790	0x0EA1      	MOVLW       161
0x1792	0x6E04      	MOVWF       R4 
0x1794	0x0EA0      	MOVLW       160
0x1796	0x6E05      	MOVWF       R5 
0x1798	0x0E20      	MOVLW       32
0x179A	0x6E06      	MOVWF       R6 
0x179C	0x0E79      	MOVLW       121
0x179E	0x6E07      	MOVWF       R7 
0x17A0	0xDCAF      	RCALL       _Mul_32x32_FP
0x17A2	0xF004C08F  	MOVFF       FLOC__pid, R4
0x17A6	0xF005C090  	MOVFF       FLOC__pid+1, R5
0x17AA	0xF006C091  	MOVFF       FLOC__pid+2, R6
0x17AE	0xF007C092  	MOVFF       FLOC__pid+3, R7
0x17B2	0xF004EC49  	CALL        _Add_32x32_FP, 0
0x17B6	0xF007EC5B  	CALL        _double2int, 0
0x17BA	0xF093C000  	MOVFF       R0, FLOC__pid+4
0x17BE	0xF094C001  	MOVFF       R1, FLOC__pid+5
0x17C2	0xF077C093  	MOVFF       FLOC__pid+4, pid_regulation_filtered_reference
0x17C6	0xF078C094  	MOVFF       FLOC__pid+5, pid_regulation_filtered_reference+1
;pid_regulation.c,47 :: 		filtered_measurement = 1.0 / (1.0 + SAMPLE_PERIOD) * measurement + SAMPLE_PERIOD / (1.0 + SAMPLE_PERIOD) * filtered_measurement;
0x17CA	0xF000C022  	MOVFF       _measurement, R0
0x17CE	0xF001C023  	MOVFF       _measurement+1, R1
0x17D2	0xF006EC59  	CALL        _int2double, 0
0x17D6	0x0EFB      	MOVLW       251
0x17D8	0x6E04      	MOVWF       R4 
0x17DA	0x0EFA      	MOVLW       250
0x17DC	0x6E05      	MOVWF       R5 
0x17DE	0x0E7A      	MOVLW       122
0x17E0	0x6E06      	MOVWF       R6 
0x17E2	0x0E7E      	MOVLW       126
0x17E4	0x6E07      	MOVWF       R7 
0x17E6	0xDC8C      	RCALL       _Mul_32x32_FP
0x17E8	0xF08FC000  	MOVFF       R0, FLOC__pid
0x17EC	0xF090C001  	MOVFF       R1, FLOC__pid+1
0x17F0	0xF091C002  	MOVFF       R2, FLOC__pid+2
0x17F4	0xF092C003  	MOVFF       R3, FLOC__pid+3
0x17F8	0xF000C079  	MOVFF       pid_regulation_filtered_measurement, R0
0x17FC	0xF001C07A  	MOVFF       pid_regulation_filtered_measurement+1, R1
0x1800	0xF006EC59  	CALL        _int2double, 0
0x1804	0x0EA1      	MOVLW       161
0x1806	0x6E04      	MOVWF       R4 
0x1808	0x0EA0      	MOVLW       160
0x180A	0x6E05      	MOVWF       R5 
0x180C	0x0E20      	MOVLW       32
0x180E	0x6E06      	MOVWF       R6 
0x1810	0x0E79      	MOVLW       121
0x1812	0x6E07      	MOVWF       R7 
0x1814	0xDC75      	RCALL       _Mul_32x32_FP
0x1816	0xF004C08F  	MOVFF       FLOC__pid, R4
0x181A	0xF005C090  	MOVFF       FLOC__pid+1, R5
0x181E	0xF006C091  	MOVFF       FLOC__pid+2, R6
0x1822	0xF007C092  	MOVFF       FLOC__pid+3, R7
0x1826	0xF004EC49  	CALL        _Add_32x32_FP, 0
0x182A	0xF007EC5B  	CALL        _double2int, 0
0x182E	0xF079C000  	MOVFF       R0, pid_regulation_filtered_measurement
0x1832	0xF07AC001  	MOVFF       R1, pid_regulation_filtered_measurement+1
;pid_regulation.c,49 :: 		error = filtered_reference - filtered_measurement;
0x1836	0x5000      	MOVF        R0, 0 
0x1838	0x0100      	MOVLB       0
0x183A	0x5D93      	SUBWF       FLOC__pid+4, 0, 1
0x183C	0x6E00      	MOVWF       R0 
0x183E	0x5001      	MOVF        R1, 0 
0x1840	0x5994      	SUBWFB      FLOC__pid+5, 0, 1
0x1842	0x6E01      	MOVWF       R1 
0x1844	0xF075C000  	MOVFF       R0, pid_regulation_error
0x1848	0xF076C001  	MOVFF       R1, pid_regulation_error+1
;pid_regulation.c,51 :: 		control_proportional = kp * error;
0x184C	0xF006EC59  	CALL        _int2double, 0
0x1850	0x0E00      	MOVLW       0
0x1852	0x6E04      	MOVWF       R4 
0x1854	0x0E00      	MOVLW       0
0x1856	0x6E05      	MOVWF       R5 
0x1858	0x0E00      	MOVLW       0
0x185A	0x6E06      	MOVWF       R6 
0x185C	0x0E7E      	MOVLW       126
0x185E	0x6E07      	MOVWF       R7 
0x1860	0xDC4F      	RCALL       _Mul_32x32_FP
0x1862	0xF007EC5B  	CALL        _double2int, 0
0x1866	0xF05FC000  	MOVFF       R0, pid_regulation_control_proportional
0x186A	0xF060C001  	MOVFF       R1, pid_regulation_control_proportional+1
;pid_regulation.c,54 :: 		if (!is_auto_previous)
0x186E	0x5063      	MOVF        pid_regulation_is_auto_previous, 0 
0x1870	0x1064      	IORWF       pid_regulation_is_auto_previous+1, 0 
0x1872	0xE110      	BNZ         L_pid1
;pid_regulation.c,56 :: 		control_integral = actuator_value - control_proportional;
0x1874	0x505F      	MOVF        pid_regulation_control_proportional, 0 
0x1876	0x5C51      	SUBWF       _actuator_value, 0 
0x1878	0x6E00      	MOVWF       R0 
0x187A	0x5060      	MOVF        pid_regulation_control_proportional+1, 0 
0x187C	0x5852      	SUBWFB      _actuator_value+1, 0 
0x187E	0x6E01      	MOVWF       R1 
0x1880	0xF059C000  	MOVFF       R0, pid_regulation_control_integral
0x1884	0xF05AC001  	MOVFF       R1, pid_regulation_control_integral+1
;pid_regulation.c,57 :: 		control_integral_previous = control_integral;
0x1888	0xF05BC000  	MOVFF       R0, pid_regulation_control_integral_previous
0x188C	0xF05CC001  	MOVFF       R1, pid_regulation_control_integral_previous+1
;pid_regulation.c,58 :: 		stop_integral_control = 0;
0x1890	0x6A55      	CLRF        pid_regulation_stop_integral_control 
0x1892	0x6A56      	CLRF        pid_regulation_stop_integral_control+1 
;pid_regulation.c,59 :: 		}
L_pid1:
;pid_regulation.c,61 :: 		if (stop_integral_control)
0x1894	0x5055      	MOVF        pid_regulation_stop_integral_control, 0 
0x1896	0x1056      	IORWF       pid_regulation_stop_integral_control+1, 0 
0x1898	0xE005      	BZ          L_pid2
;pid_regulation.c,63 :: 		control_integral = control_integral_previous;
0x189A	0xF059C05B  	MOVFF       pid_regulation_control_integral_previous, pid_regulation_control_integral
0x189E	0xF05AC05C  	MOVFF       pid_regulation_control_integral_previous+1, pid_regulation_control_integral+1
;pid_regulation.c,64 :: 		}
0x18A2	0xD02D      	BRA         L_pid3
L_pid2:
;pid_regulation.c,67 :: 		control_integral = control_integral + kp * SAMPLE_PERIOD / ti * error;
0x18A4	0xF000C075  	MOVFF       pid_regulation_error, R0
0x18A8	0xF001C076  	MOVFF       pid_regulation_error+1, R1
0x18AC	0xF006EC59  	CALL        _int2double, 0
0x18B0	0x0E0A      	MOVLW       10
0x18B2	0x6E04      	MOVWF       R4 
0x18B4	0x0ED7      	MOVLW       215
0x18B6	0x6E05      	MOVWF       R5 
0x18B8	0x0E23      	MOVLW       35
0x18BA	0x6E06      	MOVWF       R6 
0x18BC	0x0E78      	MOVLW       120
0x18BE	0x6E07      	MOVWF       R7 
0x18C0	0xDC1F      	RCALL       _Mul_32x32_FP
0x18C2	0xF08FC000  	MOVFF       R0, FLOC__pid
0x18C6	0xF090C001  	MOVFF       R1, FLOC__pid+1
0x18CA	0xF091C002  	MOVFF       R2, FLOC__pid+2
0x18CE	0xF092C003  	MOVFF       R3, FLOC__pid+3
0x18D2	0xF000C059  	MOVFF       pid_regulation_control_integral, R0
0x18D6	0xF001C05A  	MOVFF       pid_regulation_control_integral+1, R1
0x18DA	0xF006EC59  	CALL        _int2double, 0
0x18DE	0xF004C08F  	MOVFF       FLOC__pid, R4
0x18E2	0xF005C090  	MOVFF       FLOC__pid+1, R5
0x18E6	0xF006C091  	MOVFF       FLOC__pid+2, R6
0x18EA	0xF007C092  	MOVFF       FLOC__pid+3, R7
0x18EE	0xF004EC49  	CALL        _Add_32x32_FP, 0
0x18F2	0xF007EC5B  	CALL        _double2int, 0
0x18F6	0xF059C000  	MOVFF       R0, pid_regulation_control_integral
0x18FA	0xF05AC001  	MOVFF       R1, pid_regulation_control_integral+1
;pid_regulation.c,68 :: 		}
L_pid3:
;pid_regulation.c,70 :: 		control_aggregated = control_proportional + control_integral;
0x18FE	0x5059      	MOVF        pid_regulation_control_integral, 0 
0x1900	0x245F      	ADDWF       pid_regulation_control_proportional, 0 
0x1902	0x6E01      	MOVWF       R1 
0x1904	0x505A      	MOVF        pid_regulation_control_integral+1, 0 
0x1906	0x2060      	ADDWFC      pid_regulation_control_proportional+1, 0 
0x1908	0x6E02      	MOVWF       R2 
0x190A	0xF015C001  	MOVFF       R1, _control_aggregated
0x190E	0xF016C002  	MOVFF       R2, _control_aggregated+1
;pid_regulation.c,71 :: 		if (control_aggregated >= upper_limit)
0x1912	0x0E80      	MOVLW       128
0x1914	0x1802      	XORWF       R2, 0 
0x1916	0x6E00      	MOVWF       R0 
0x1918	0x0E80      	MOVLW       128
0x191A	0x1858      	XORWF       pid_regulation_upper_limit+1, 0 
0x191C	0x5C00      	SUBWF       R0, 0 
0x191E	0xE102      	BNZ         L__pid9
0x1920	0x5057      	MOVF        pid_regulation_upper_limit, 0 
0x1922	0x5C01      	SUBWF       R1, 0 
L__pid9:
0x1924	0xE30C      	BNC         L_pid4
;pid_regulation.c,73 :: 		control_aggregated = upper_limit;
0x1926	0xF015C057  	MOVFF       pid_regulation_upper_limit, _control_aggregated
0x192A	0xF016C058  	MOVFF       pid_regulation_upper_limit+1, _control_aggregated+1
;pid_regulation.c,74 :: 		stop_integral_control = 1;
0x192E	0x0E01      	MOVLW       1
0x1930	0x6E55      	MOVWF       pid_regulation_stop_integral_control 
0x1932	0x0E00      	MOVLW       0
0x1934	0x6E56      	MOVWF       pid_regulation_stop_integral_control+1 
;pid_regulation.c,75 :: 		control_integral_previous = control_integral;
0x1936	0xF05BC059  	MOVFF       pid_regulation_control_integral, pid_regulation_control_integral_previous
0x193A	0xF05CC05A  	MOVFF       pid_regulation_control_integral+1, pid_regulation_control_integral_previous+1
;pid_regulation.c,76 :: 		}
L_pid4:
;pid_regulation.c,78 :: 		if (control_aggregated < lower_limit)
0x193E	0x0E80      	MOVLW       128
0x1940	0x1816      	XORWF       _control_aggregated+1, 0 
0x1942	0x6E00      	MOVWF       R0 
0x1944	0x0E80      	MOVLW       128
0x1946	0x185E      	XORWF       pid_regulation_lower_limit+1, 0 
0x1948	0x5C00      	SUBWF       R0, 0 
0x194A	0xE102      	BNZ         L__pid10
0x194C	0x505D      	MOVF        pid_regulation_lower_limit, 0 
0x194E	0x5C15      	SUBWF       _control_aggregated, 0 
L__pid10:
0x1950	0xE20C      	BC          L_pid5
;pid_regulation.c,80 :: 		control_aggregated = lower_limit;
0x1952	0xF015C05D  	MOVFF       pid_regulation_lower_limit, _control_aggregated
0x1956	0xF016C05E  	MOVFF       pid_regulation_lower_limit+1, _control_aggregated+1
;pid_regulation.c,81 :: 		stop_integral_control = 1;
0x195A	0x0E01      	MOVLW       1
0x195C	0x6E55      	MOVWF       pid_regulation_stop_integral_control 
0x195E	0x0E00      	MOVLW       0
0x1960	0x6E56      	MOVWF       pid_regulation_stop_integral_control+1 
;pid_regulation.c,82 :: 		control_integral_previous = control_integral;
0x1962	0xF05BC059  	MOVFF       pid_regulation_control_integral, pid_regulation_control_integral_previous
0x1966	0xF05CC05A  	MOVFF       pid_regulation_control_integral+1, pid_regulation_control_integral_previous+1
;pid_regulation.c,83 :: 		}
L_pid5:
;pid_regulation.c,85 :: 		error_previous = error;
0x196A	0xF073C075  	MOVFF       pid_regulation_error, pid_regulation_error_previous
0x196E	0xF074C076  	MOVFF       pid_regulation_error+1, pid_regulation_error_previous+1
;pid_regulation.c,87 :: 		if (!is_auto)
0x1972	0x503F      	MOVF        _is_auto, 0 
0x1974	0x1040      	IORWF       _is_auto+1, 0 
0x1976	0xE105      	BNZ         L_pid6
;pid_regulation.c,89 :: 		control_aggregated = actuator_value;
0x1978	0xF015C051  	MOVFF       _actuator_value, _control_aggregated
0x197C	0xF016C052  	MOVFF       _actuator_value+1, _control_aggregated+1
;pid_regulation.c,90 :: 		}
0x1980	0xD004      	BRA         L_pid7
L_pid6:
;pid_regulation.c,93 :: 		actuator_value = control_aggregated;
0x1982	0xF051C015  	MOVFF       _control_aggregated, _actuator_value
0x1986	0xF052C016  	MOVFF       _control_aggregated+1, _actuator_value+1
;pid_regulation.c,94 :: 		}
L_pid7:
;pid_regulation.c,96 :: 		is_auto_previous = is_auto;
0x198A	0xF063C03F  	MOVFF       _is_auto, pid_regulation_is_auto_previous
0x198E	0xF064C040  	MOVFF       _is_auto+1, pid_regulation_is_auto_previous+1
;pid_regulation.c,97 :: 		}
L_end_pid:
0x1992	0x0012      	RETURN      0
; end of _pid
_check_and_handle_button_decrease_event:
;buttons.c,92 :: 		void check_and_handle_button_decrease_event(void)
;buttons.c,94 :: 		if (Button(&PORTB, DECREASE, 1, 1))
0x1994	0x0E81      	MOVLW       PORTB
0x1996	0x0100      	MOVLB       0
0x1998	0x6F95      	MOVWF       FARG_Button_port, 1
0x199A	0x0E0F      	MOVLW       hi_addr(PORTB)
0x199C	0x6F96      	MOVWF       FARG_Button_port+1, 1
0x199E	0x0E03      	MOVLW       3
0x19A0	0x6F97      	MOVWF       FARG_Button_pin, 1
0x19A2	0x0E01      	MOVLW       1
0x19A4	0x6F98      	MOVWF       FARG_Button_time_ms, 1
0x19A6	0x0E01      	MOVLW       1
0x19A8	0x6F99      	MOVWF       FARG_Button_active_state, 1
0x19AA	0xF006ECBD  	CALL        _Button, 0
0x19AE	0x5200      	MOVF        R0, 1 
0x19B0	0xE004      	BZ          L_check_and_handle_button_decrease_event24
;buttons.c,95 :: 		button_decrease_oldstate = 1;
0x19B2	0x0E01      	MOVLW       1
0x19B4	0x6F81      	MOVWF       buttons_button_decrease_oldstate, 1
0x19B6	0x0E00      	MOVLW       0
0x19B8	0x6F82      	MOVWF       buttons_button_decrease_oldstate+1, 1
L_check_and_handle_button_decrease_event24:
;buttons.c,96 :: 		if (button_decrease_oldstate && Button(&PORTB, DECREASE, 1, 0))
0x19BA	0x5181      	MOVF        buttons_button_decrease_oldstate, 0, 1
0x19BC	0x1182      	IORWF       buttons_button_decrease_oldstate+1, 0, 1
0x19BE	0xE012      	BZ          L_check_and_handle_button_decrease_event27
0x19C0	0x0E81      	MOVLW       PORTB
0x19C2	0x6F95      	MOVWF       FARG_Button_port, 1
0x19C4	0x0E0F      	MOVLW       hi_addr(PORTB)
0x19C6	0x6F96      	MOVWF       FARG_Button_port+1, 1
0x19C8	0x0E03      	MOVLW       3
0x19CA	0x6F97      	MOVWF       FARG_Button_pin, 1
0x19CC	0x0E01      	MOVLW       1
0x19CE	0x6F98      	MOVWF       FARG_Button_time_ms, 1
0x19D0	0x6B99      	CLRF        FARG_Button_active_state, 1
0x19D2	0xF006ECBD  	CALL        _Button, 0
0x19D6	0x5200      	MOVF        R0, 1 
0x19D8	0xE005      	BZ          L_check_and_handle_button_decrease_event27
L__check_and_handle_button_decrease_event35:
;buttons.c,98 :: 		handle_button_decrease_event();
0x19DA	0xF006EC79  	CALL        _handle_button_decrease_event, 0
;buttons.c,99 :: 		button_decrease_oldstate = 0;
0x19DE	0x0100      	MOVLB       0
0x19E0	0x6B81      	CLRF        buttons_button_decrease_oldstate, 1
0x19E2	0x6B82      	CLRF        buttons_button_decrease_oldstate+1, 1
;buttons.c,100 :: 		}
L_check_and_handle_button_decrease_event27:
;buttons.c,101 :: 		}
L_end_check_and_handle_button_decrease_event:
0x19E4	0x0012      	RETURN      0
; end of _check_and_handle_button_decrease_event
_check_and_handle_button_auto_event:
;buttons.c,59 :: 		void check_and_handle_button_auto_event(void)
;buttons.c,61 :: 		if (Button(&PORTB, AUTO, 1, 1))
0x19E6	0x0E81      	MOVLW       PORTB
0x19E8	0x0100      	MOVLB       0
0x19EA	0x6F95      	MOVWF       FARG_Button_port, 1
0x19EC	0x0E0F      	MOVLW       hi_addr(PORTB)
0x19EE	0x6F96      	MOVWF       FARG_Button_port+1, 1
0x19F0	0x6B97      	CLRF        FARG_Button_pin, 1
0x19F2	0x0E01      	MOVLW       1
0x19F4	0x6F98      	MOVWF       FARG_Button_time_ms, 1
0x19F6	0x0E01      	MOVLW       1
0x19F8	0x6F99      	MOVWF       FARG_Button_active_state, 1
0x19FA	0xF006ECBD  	CALL        _Button, 0
0x19FE	0x5200      	MOVF        R0, 1 
0x1A00	0xE004      	BZ          L_check_and_handle_button_auto_event12
;buttons.c,62 :: 		button_auto_oldstate = 1;
0x1A02	0x0E01      	MOVLW       1
0x1A04	0x6E7D      	MOVWF       buttons_button_auto_oldstate 
0x1A06	0x0E00      	MOVLW       0
0x1A08	0x6E7E      	MOVWF       buttons_button_auto_oldstate+1 
L_check_and_handle_button_auto_event12:
;buttons.c,63 :: 		if (button_auto_oldstate && Button(&PORTB, AUTO, 1, 0))
0x1A0A	0x507D      	MOVF        buttons_button_auto_oldstate, 0 
0x1A0C	0x107E      	IORWF       buttons_button_auto_oldstate+1, 0 
0x1A0E	0xE010      	BZ          L_check_and_handle_button_auto_event15
0x1A10	0x0E81      	MOVLW       PORTB
0x1A12	0x6F95      	MOVWF       FARG_Button_port, 1
0x1A14	0x0E0F      	MOVLW       hi_addr(PORTB)
0x1A16	0x6F96      	MOVWF       FARG_Button_port+1, 1
0x1A18	0x6B97      	CLRF        FARG_Button_pin, 1
0x1A1A	0x0E01      	MOVLW       1
0x1A1C	0x6F98      	MOVWF       FARG_Button_time_ms, 1
0x1A1E	0x6B99      	CLRF        FARG_Button_active_state, 1
0x1A20	0xF006ECBD  	CALL        _Button, 0
0x1A24	0x5200      	MOVF        R0, 1 
0x1A26	0xE004      	BZ          L_check_and_handle_button_auto_event15
L__check_and_handle_button_auto_event32:
;buttons.c,65 :: 		handle_button_auto_event();
0x1A28	0xF006ECB8  	CALL        _handle_button_auto_event, 0
;buttons.c,66 :: 		button_auto_oldstate = 0;
0x1A2C	0x6A7D      	CLRF        buttons_button_auto_oldstate 
0x1A2E	0x6A7E      	CLRF        buttons_button_auto_oldstate+1 
;buttons.c,67 :: 		}
L_check_and_handle_button_auto_event15:
;buttons.c,68 :: 		}
L_end_check_and_handle_button_auto_event:
0x1A30	0x0012      	RETURN      0
; end of _check_and_handle_button_auto_event
_check_and_handle_button_manual_event:
;buttons.c,70 :: 		void check_and_handle_button_manual_event(void)
